id,first_name,last_name,email,gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,quiz_score,time_spent,engagement_score
1737,Shane,Lopez,shane.lopez.1737@gslingacademy.com,male,False,1,False,29,Lawyer,78,80,72.0,65,90,99,95,0.6370656370656369,0.24074074074074073,0.47853567853567847
1738,Eric,Obrien,eric.obrien.1738@gslingacademy.com,male,False,3,False,26,Lawyer,71,92,92.0,96,81,81,85,0.7104247104247103,0.2592592592592593,0.5299585299585299
1739,Kevin,Joyce,kevin.joyce.1739@gslingacademy.com,male,True,4,False,27,Lawyer,72,85,92.0,83,84,96,81,0.6911196911196908,0.962962962962963,0.7998569998569998
1740,Thomas,Ward,thomas.ward.1740@gslingacademy.com,male,False,3,False,35,Software Engineer,88,92,88.0,100,89,94,87,0.8648648648648649,0.1111111111111111,0.5633633633633633
1741,Toni,Smith,toni.smith.1741@gslingacademy.com,female,False,5,False,26,Unknown,68,100,94.0,69,93,64,93,0.644787644787645,0.14814814814814814,0.4461318461318463
1742,Caitlin,Moody,caitlin.moody.1742@gslingacademy.com,female,True,2,False,28,Doctor,81,75,94.0,93,87,77,67,0.6177606177606179,0.9259259259259258,0.741026741026741
1743,Justin,Ryan,justin.ryan.1743@gslingacademy.com,male,True,1,False,32,Banker,92,69,92.0,91,82,89,69,0.6563706563706564,0.8703703703703703,0.741970541970542
1744,Joseph,Griffin,joseph.griffin.1744@gslingacademy.com,male,False,0,False,33,Accountant,84,64,82.0,81,85,84,89,0.5984555984555988,0.12962962962962962,0.41092521092521117
1745,Dawn,Fox,dawn.fox.1745@gslingacademy.com,female,False,2,True,18,Stock Investor,89,60,82.0,90,96,67,68,0.5328185328185331,0.9074074074074074,0.6826540826540828
1746,David,Ochoa,david.ochoa.1746@gslingacademy.com,male,False,1,False,18,Software Engineer,94,66,84.0,92,71,81,99,0.6679536679536682,0.40740740740740744,0.5637351637351639
1747,Bonnie,Brown,bonnie.brown.1747@gslingacademy.com,female,False,1,True,9,Unknown,64,89,91.0,99,60,98,93,0.6949806949806954,0.5185185185185185,0.6243958243958246
1748,Michael,Evans,michael.evans.1748@gslingacademy.com,male,True,5,False,25,Stock Investor,81,88,85.0,90,93,62,96,0.698841698841699,0.31481481481481477,0.5452309452309453
1749,Molly,Meadows,molly.meadows.1749@gslingacademy.com,female,False,1,True,18,Teacher,80,93,89.0,79,89,93,100,0.8069498069498069,0.5555555555555556,0.7063921063921064
1750,Dana,Peters,dana.peters.1750@gslingacademy.com,female,False,4,False,3,Unknown,75,65,66.0,79,91,82,72,0.44787644787644787,0.537037037037037,0.4835406835406835
1751,Patricia,Phelps,patricia.phelps.1751@gslingacademy.com,female,False,4,True,34,Lawyer,87,90,98.0,90,83,94,84,0.8185328185328187,0.9444444444444444,0.8688974688974689
1752,Maria,Jones,maria.jones.1752@gslingacademy.com,female,False,7,False,4,Business Owner,58,50,73.0,54,94,51,74,0.15444015444015458,0.7037037037037037,0.37414557414557426
1753,Anthony,Johns,anthony.johns.1753@gslingacademy.com,male,False,3,False,14,Government Officer,60,90,87.0,91,78,77,82,0.583011583011583,0.6296296296296297,0.6016588016588016
1754,David,Schmidt,david.schmidt.1754@gslingacademy.com,male,True,5,False,8,Real Estate Developer,91,70,88.0,68,88,63,68,0.471042471042471,0.31481481481481477,0.4085514085514085
1755,Amanda,Cox,amanda.cox.1755@gslingacademy.com,female,False,3,False,35,Scientist,95,97,89.0,97,99,85,92,0.926640926640927,0.7592592592592593,0.85968825968826
1756,William,Patterson,william.patterson.1756@gslingacademy.com,male,False,3,False,2,Artist,70,100,92.0,73,67,68,76,0.5096525096525095,0.7037037037037037,0.5872729872729872
1757,Sydney,Wood,sydney.wood.1757@gslingacademy.com,female,False,2,False,27,Lawyer,76,100,94.0,81,60,85,73,0.5984555984555988,0.2962962962962963,0.4775918775918778
1758,Donald,Fischer,donald.fischer.1758@gslingacademy.com,male,False,5,False,20,Accountant,79,65,78.0,65,57,99,92,0.46718146718146736,0.24074074074074073,0.3766051766051767
1759,Anthony,Palmer,anthony.palmer.1759@gslingacademy.com,male,False,4,False,21,Software Engineer,92,96,92.0,63,73,60,81,0.5521235521235521,0.5555555555555556,0.5534963534963535
1760,Christina,Garcia,christina.garcia.1760@gslingacademy.com,female,False,5,False,6,Government Officer,89,73,71.0,97,78,99,60,0.5907335907335907,0.42592592592592593,0.5248105248105248
1761,Misty,Anderson,misty.anderson.1761@gslingacademy.com,female,False,3,False,18,Banker,85,95,77.0,71,75,95,94,0.6872586872586872,0.6296296296296297,0.6642070642070642
1762,Shannon,Weber,shannon.weber.1762@gslingacademy.com,female,False,2,False,7,Real Estate Developer,92,66,88.0,91,61,84,69,0.528957528957529,0.7962962962962963,0.6358930358930359
1763,Jennifer,Palmer,jennifer.palmer.1763@gslingacademy.com,female,False,2,False,24,Software Engineer,87,63,79.0,81,95,75,64,0.5019305019305018,0.8148148148148148,0.627084227084227
1764,Michael,Arnold,michael.arnold.1764@gslingacademy.com,male,False,5,False,21,Accountant,77,77,97.0,66,87,73,75,0.5328185328185331,0.6111111111111112,0.5641355641355643
1765,James,Hernandez,james.hernandez.1765@gslingacademy.com,male,False,10,False,2,Business Owner,73,56,59.0,62,58,83,80,0.2200772200772203,0.037037037037037035,0.14686114686114699
1766,Erin,Cannon,erin.cannon.1766@gslingacademy.com,female,True,0,False,34,Lawyer,91,85,81.0,93,100,87,77,0.772200772200772,0.6666666666666666,0.7299871299871299
1767,Nicole,Lee,nicole.lee.1767@gslingacademy.com,female,False,7,True,0,Business Owner,76,96,89.0,83,78,54,61,0.4749034749034746,0.7777777777777778,0.5960531960531958
1768,Jacob,Ross,jacob.ross.1768@gslingacademy.com,male,False,4,False,17,Software Engineer,86,70,94.0,96,74,67,60,0.5135135135135136,0.7222222222222222,0.596996996996997
1769,Morgan,Cisneros,morgan.cisneros.1769@gslingacademy.com,female,False,5,False,10,Banker,81,77,88.0,92,65,92,87,0.6486486486486487,0.462962962962963,0.5743743743743744
1770,Amber,Stuart,amber.stuart.1770@gslingacademy.com,female,False,4,True,35,Lawyer,98,88,88.0,89,90,90,90,0.8455598455598459,1.0,0.9073359073359075
1771,Tyler,Griffin,tyler.griffin.1771@gslingacademy.com,male,False,3,False,27,Software Engineer,88,67,96.0,70,66,76,71,0.4633204633204637,0.40740740740740744,0.4409552409552412
1772,Daniel,Gonzalez,daniel.gonzalez.1772@gslingacademy.com,male,False,2,True,30,Scientist,85,83,94.0,100,89,68,89,0.7490347490347493,0.7962962962962963,0.7679393679393681
1773,Joseph,Jones,joseph.jones.1773@gslingacademy.com,male,False,2,False,35,Lawyer,90,89,96.0,94,100,88,85,0.8803088803088803,0.7037037037037037,0.8096668096668096
1774,Jessica,Hampton,jessica.hampton.1774@gslingacademy.com,female,True,5,False,5,Game Developer,97,83,93.0,67,85,63,66,0.5405405405405403,0.2592592592592593,0.4280280280280279
1775,Deborah,Butler,deborah.butler.1775@gslingacademy.com,female,False,6,True,10,Government Officer,78,84,71.0,93,78,78,87,0.5984555984555988,0.8888888888888888,0.7146289146289149
1776,Julie,Black,julie.black.1776@gslingacademy.com,female,True,8,False,1,Business Owner,53,98,90.0,81,61,65,93,0.4903474903474905,0.05555555555555555,0.31643071643071646
1777,Bryan,Dorsey,bryan.dorsey.1777@gslingacademy.com,male,True,10,False,0,Business Owner,77,53,92.0,98,56,53,93,0.41698841698841704,0.5185185185185185,0.45760045760045764
1778,Chad,Gomez,chad.gomez.1778@gslingacademy.com,male,True,3,False,30,Lawyer,97,88,94.0,75,66,91,64,0.6216216216216215,0.38888888888888884,0.5285285285285284
1779,Andrew,Clark,andrew.clark.1779@gslingacademy.com,male,False,4,False,3,Business Owner,88,100,58.0,59,96,64,87,0.5328185328185331,0.4444444444444444,0.49746889746889766
1780,Brian,Wright,brian.wright.1780@gslingacademy.com,male,False,3,True,18,Construction Engineer,98,67,80.0,68,80,88,85,0.586872586872587,0.22222222222222218,0.4410124410124411
1781,Jessica,Smith,jessica.smith.1781@gslingacademy.com,female,True,8,True,0,Business Owner,92,78,78.0,85,94,94,73,0.6949806949806954,0.31481481481481477,0.5429143429143432
1782,Thomas,Brooks,thomas.brooks.1782@gslingacademy.com,male,True,5,False,15,Software Engineer,92,92,74.0,96,95,77,76,0.7258687258687258,0.5925925925925926,0.6725582725582725
1783,Kimberly,Knox,kimberly.knox.1783@gslingacademy.com,female,True,3,False,43,Doctor,86,99,87.0,88,99,89,86,0.8494208494208495,0.2777777777777778,0.6207636207636208
1784,Jamie,Mccarthy,jamie.mccarthy.1784@gslingacademy.com,male,False,5,False,16,Designer,91,69,97.0,76,97,81,86,0.7065637065637067,0.8148148148148148,0.74986414986415
1785,Kristen,Werner,kristen.werner.1785@gslingacademy.com,female,False,3,False,23,Accountant,92,75,100.0,78,32,84,69,0.44787644787644787,0.7592592592592593,0.5724295724295725
1786,Jonathan,Weiss,jonathan.weiss.1786@gslingacademy.com,male,False,2,False,2,Game Developer,82,75,93.0,67,69,65,74,0.4285714285714284,0.7962962962962963,0.5756613756613755
1787,Renee,Smith,renee.smith.1787@gslingacademy.com,female,False,1,False,34,Lawyer,99,81,92.0,86,65,99,79,0.7220077220077221,0.018518518518518517,0.4406120406120407
1788,Tony,Hopkins,tony.hopkins.1788@gslingacademy.com,male,True,2,False,34,Software Engineer,95,90,65.0,84,86,88,94,0.7258687258687258,1.0,0.8355212355212355
1789,Thomas,Buckley,thomas.buckley.1789@gslingacademy.com,male,False,3,False,18,Software Engineer,100,93,99.0,65,72,79,88,0.7027027027027026,0.6296296296296297,0.6734734734734735
1790,Debra,Evans,debra.evans.1790@gslingacademy.com,female,False,5,True,21,Unknown,79,86,84.0,84,63,82,94,0.6100386100386097,0.7592592592592593,0.6697268697268696
1791,Richard,Bell,richard.bell.1791@gslingacademy.com,male,True,3,True,3,Business Owner,80,95,96.0,96,94,84,93,0.8648648648648649,0.6111111111111112,0.7633633633633634
1792,Katelyn,Watkins,katelyn.watkins.1792@gslingacademy.com,female,False,4,False,31,Doctor,93,81,88.0,90,89,95,81,0.7837837837837838,0.537037037037037,0.685085085085085
1793,Michele,Stout,michele.stout.1793@gslingacademy.com,female,False,5,True,17,Software Engineer,95,75,79.0,79,93,85,71,0.6293436293436296,1.0,0.7776061776061778
1794,Lisa,Estes,lisa.estes.1794@gslingacademy.com,female,False,0,False,10,Banker,81,92,76.0,81,73,92,63,0.5559845559845558,0.22222222222222218,0.42247962247962234
1795,Casey,Hall,casey.hall.1795@gslingacademy.com,female,False,1,False,5,Designer,75,88,63.0,64,84,74,72,0.40926640926640934,0.22222222222222218,0.33444873444873446
1796,Joshua,Cole,joshua.cole.1796@gslingacademy.com,male,False,4,False,8,Stock Investor,80,69,70.0,60,71,60,89,0.3281853281853284,0.31481481481481477,0.32283712283712296
1797,Andrew,Jackson,andrew.jackson.1797@gslingacademy.com,male,False,4,False,3,Business Owner,52,81,62.0,77,74,91,92,0.4440154440154438,0.5740740740740741,0.4960388960388959
1798,Karen,Rodriguez,karen.rodriguez.1798@gslingacademy.com,female,False,3,False,30,Doctor,95,94,82.0,87,93,93,90,0.8494208494208495,0.5740740740740741,0.7392821392821393
1799,Sara,Johnson,sara.johnson.1799@gslingacademy.com,female,False,2,False,20,Accountant,99,70,97.0,93,87,90,88,0.810810810810811,0.6296296296296297,0.7383383383383384
1800,Alyssa,Costa,alyssa.costa.1800@gslingacademy.com,female,True,5,False,25,Software Engineer,85,87,68.0,74,74,85,68,0.4903474903474905,0.7037037037037037,0.5756899756899758
1801,Daniel,Poole,daniel.poole.1801@gslingacademy.com,male,False,4,True,23,Construction Engineer,96,89,86.0,84,64,60,66,0.5057915057915059,0.8333333333333333,0.6368082368082368
1802,Ricardo,Juarez,ricardo.juarez.1802@gslingacademy.com,male,False,7,False,3,Game Developer,91,63,86.0,81,90,98,63,0.6100386100386097,0.9444444444444444,0.7438009438009436
1803,Tony,Castillo,tony.castillo.1803@gslingacademy.com,male,True,1,False,24,Software Engineer,89,82,76.0,92,97,66,60,0.5714285714285716,0.5185185185185185,0.5502645502645503
1804,Brian,Kelly,brian.kelly.1804@gslingacademy.com,male,False,1,False,37,Doctor,98,87,96.0,89,100,85,91,0.8957528957528962,0.8888888888888888,0.8930072930072932
1805,Tyler,Moore,tyler.moore.1805@gslingacademy.com,male,False,2,False,28,Unknown,100,82,72.0,97,74,75,81,0.644787644787645,0.5185185185185185,0.5942799942799945
1806,Sharon,Martinez,sharon.martinez.1806@gslingacademy.com,female,False,2,False,5,Business Owner,75,71,68.0,91,79,62,94,0.4864864864864864,0.962962962962963,0.6770770770770771
1807,Mary,Malone,mary.malone.1807@gslingacademy.com,female,False,3,False,6,Real Estate Developer,74,63,74.0,63,78,90,83,0.4285714285714284,0.7962962962962963,0.5756613756613755
1808,Rebecca,Huang,rebecca.huang.1808@gslingacademy.com,female,False,7,False,40,Doctor,85,99,87.0,85,91,88,90,0.814671814671815,0.2777777777777778,0.5999141999142001
1809,Alan,Santos,alan.santos.1809@gslingacademy.com,male,False,3,True,35,Unknown,86,87,97.0,92,85,99,86,0.8416988416988418,0.7962962962962963,0.8235378235378236
1810,Martin,Duran,martin.duran.1810@gslingacademy.com,male,False,4,True,34,Doctor,91,71,99.0,96,85,79,74,0.698841698841699,0.8518518518518519,0.7600457600457602
1811,Christopher,Gutierrez,christopher.gutierrez.1811@gslingacademy.com,male,False,2,False,24,Software Engineer,90,76,100.0,73,90,64,86,0.6370656370656369,0.16666666666666666,0.4489060489060488
1812,Brandy,Maldonado,brandy.maldonado.1812@gslingacademy.com,female,False,6,False,35,Scientist,91,91,92.0,95,98,91,85,0.8841698841698844,0.537037037037037,0.7453167453167454
1813,Brenda,Sanders,brenda.sanders.1813@gslingacademy.com,female,True,6,False,0,Business Owner,80,83,93.0,81,95,87,61,0.640926640926641,0.4444444444444444,0.5623337623337623
1814,Drew,Mccann,drew.mccann.1814@gslingacademy.com,male,False,1,False,35,Doctor,95,89,92.0,87,95,86,93,0.8610038610038613,0.7037037037037037,0.7980837980837983
1815,Joshua,Ayala,joshua.ayala.1815@gslingacademy.com,male,False,5,True,18,Unknown,94,97,69.0,81,100,68,68,0.6293436293436296,0.35185185185185186,0.5183469183469185
1816,Tina,Rose,tina.rose.1816@gslingacademy.com,female,True,1,True,1,Business Owner,54,55,50.0,100,77,61,78,0.23552123552123572,0.07407407407407407,0.17094237094237108
1817,William,Khan,william.khan.1817@gslingacademy.com,male,False,2,False,16,Construction Engineer,87,80,85.0,60,96,81,83,0.6100386100386097,0.0,0.3660231660231658
1818,William,Avery,william.avery.1818@gslingacademy.com,male,False,5,False,28,Software Engineer,100,75,72.0,79,61,94,82,0.5752895752895753,0.537037037037037,0.5599885599885599
1819,John,Fuller,john.fuller.1819@gslingacademy.com,male,False,3,False,14,Government Officer,93,99,72.0,79,83,87,73,0.6640926640926641,0.8888888888888888,0.754011154011154
1820,Jeremy,Coleman,jeremy.coleman.1820@gslingacademy.com,male,False,3,False,25,Doctor,99,70,89.0,86,92,65,64,0.583011583011583,0.037037037037037035,0.3646217646217646
1821,Laura,Wright,laura.wright.1821@gslingacademy.com,female,False,2,False,16,Banker,99,99,90.0,63,63,77,60,0.528957528957529,0.8148148148148148,0.6433004433004433
1822,David,Luna,david.luna.1822@gslingacademy.com,male,False,4,False,28,Stock Investor,76,80,89.0,74,61,86,93,0.5598455598455598,0.24074074074074073,0.4322036322036322
1823,Christopher,Jensen,christopher.jensen.1823@gslingacademy.com,male,False,0,False,15,Software Engineer,92,100,83.0,74,73,66,83,0.6061776061776061,0.537037037037037,0.5785213785213784
1824,Luis,Little,luis.little.1824@gslingacademy.com,male,False,10,False,46,Doctor,100,93,88.0,98,99,89,95,0.9575289575289574,0.9074074074074074,0.9374803374803373
1825,Joseph,Garcia,joseph.garcia.1825@gslingacademy.com,male,False,2,False,34,Lawyer,89,97,77.0,90,93,87,90,0.8069498069498069,0.05555555555555555,0.5063921063921063
1826,Michael,York,michael.york.1826@gslingacademy.com,male,False,2,False,27,Lawyer,97,81,71.0,77,90,86,80,0.6486486486486487,0.31481481481481477,0.5151151151151151
1827,Debbie,Landry,debbie.landry.1827@gslingacademy.com,female,True,4,False,28,Doctor,99,63,97.0,90,99,99,100,0.8996138996138998,0.6666666666666666,0.8064350064350065
1828,Michael,Gordon,michael.gordon.1828@gslingacademy.com,male,False,3,False,33,Scientist,100,63,96.0,95,92,76,88,0.7567567567567566,0.4444444444444444,0.6318318318318317
1829,Melissa,Harris,melissa.harris.1829@gslingacademy.com,female,False,5,False,12,Banker,86,87,72.0,66,94,78,94,0.6293436293436296,0.8703703703703703,0.725754325754326
1830,Jonathon,Wilson,jonathon.wilson.1830@gslingacademy.com,male,False,0,False,27,Lawyer,77,99,94.0,81,80,87,98,0.7799227799227801,0.0,0.46795366795366805
1831,Margaret,Santos,margaret.santos.1831@gslingacademy.com,female,False,1,False,15,Government Officer,86,96,67.0,76,74,66,69,0.4633204633204637,0.962962962962963,0.6631774631774634
1832,Hailey,Arroyo,hailey.arroyo.1832@gslingacademy.com,female,False,1,True,3,Real Estate Developer,75,64,98.0,65,88,65,71,0.43243243243243246,0.8333333333333333,0.5927927927927927
1833,Steven,Webster,steven.webster.1833@gslingacademy.com,male,False,2,False,26,Lawyer,94,93,92.0,67,61,85,94,0.6640926640926641,0.2592592592592593,0.5021593021593022
1834,Tina,Harrison,tina.harrison.1834@gslingacademy.com,female,False,1,False,35,Designer,94,88,87.0,97,93,86,94,0.868725868725869,0.14814814814814814,0.5804947804947806
1835,Andrew,Nunez,andrew.nunez.1835@gslingacademy.com,male,False,1,False,20,Banker,89,92,75.0,85,65,81,69,0.5482625482625485,0.2592592592592593,0.43266123266123285
1836,Renee,Cruz,renee.cruz.1836@gslingacademy.com,female,False,3,False,14,Writer,89,73,96.0,84,96,98,77,0.7683397683397684,0.8888888888888888,0.8165594165594166
1837,Victoria,Taylor,victoria.taylor.1837@gslingacademy.com,female,False,2,True,24,Software Engineer,89,82,83.0,62,66,86,90,0.5559845559845558,0.42592592592592593,0.5039611039611038
1838,Joseph,Dixon,joseph.dixon.1838@gslingacademy.com,male,False,2,False,8,Government Officer,81,78,82.0,83,63,85,75,0.5135135135135136,0.05555555555555555,0.3303303303303303
1839,Heather,Gutierrez,heather.gutierrez.1839@gslingacademy.com,female,False,3,False,19,Unknown,93,73,67.0,100,63,92,86,0.6177606177606179,0.2037037037037037,0.4521378521378522
1840,Cynthia,Hodges,cynthia.hodges.1840@gslingacademy.com,female,False,10,True,2,Business Owner,79,95,70.0,92,63,57,67,0.4208494208494207,0.6666666666666666,0.519176319176319
1841,Danielle,Kelley,danielle.kelley.1841@gslingacademy.com,female,False,2,False,29,Unknown,97,86,72.0,81,85,70,72,0.5752895752895753,0.6666666666666666,0.6118404118404118
1842,Michael,Mccall,michael.mccall.1842@gslingacademy.com,male,False,1,False,14,Banker,78,66,92.0,61,98,76,99,0.6023166023166024,0.7777777777777778,0.6725010725010725
1843,Dylan,Edwards,dylan.edwards.1843@gslingacademy.com,male,False,4,False,19,Accountant,83,60,95.0,68,33,62,73,0.23166023166023142,0.09259259259259259,0.1760331760331759
1844,Franklin,Riley,franklin.riley.1844@gslingacademy.com,male,False,0,False,29,Stock Investor,86,95,61.0,96,89,99,84,0.7567567567567566,0.7037037037037037,0.7355355355355354
1845,Caitlin,Duncan,caitlin.duncan.1845@gslingacademy.com,female,False,1,False,2,Artist,87,78,74.0,75,95,69,99,0.6293436293436296,0.8333333333333333,0.7109395109395111
1846,Robin,Reeves,robin.reeves.1846@gslingacademy.com,female,False,6,False,25,Lawyer,81,82,69.0,94,88,95,84,0.6911196911196908,0.42592592592592593,0.585042185042185
1847,Rebecca,Gibbs,rebecca.gibbs.1847@gslingacademy.com,female,False,0,False,6,Government Officer,83,73,83.0,66,93,68,89,0.5444015444015444,0.1851851851851852,0.4007150007150007
1848,Peter,Santos,peter.santos.1848@gslingacademy.com,male,False,2,True,11,Banker,81,85,91.0,94,97,93,65,0.7413127413127412,0.22222222222222218,0.5336765336765336
1849,Daryl,Arnold,daryl.arnold.1849@gslingacademy.com,male,False,1,True,4,Designer,65,95,89.0,96,78,85,80,0.6718146718146718,0.6111111111111112,0.6475332475332476
1850,Michael,Davis,michael.davis.1850@gslingacademy.com,male,False,2,False,33,Lawyer,83,91,76.0,71,82,82,79,0.5791505791505793,0.4444444444444444,0.5252681252681254
1851,Leslie,Cox,leslie.cox.1851@gslingacademy.com,female,False,3,True,22,Doctor,98,79,87.0,86,98,85,85,0.7876447876447878,0.1111111111111111,0.5170313170313171
1852,Jamie,Carter,jamie.carter.1852@gslingacademy.com,female,False,0,False,34,Doctor,83,84,91.0,84,85,91,92,0.7567567567567566,0.9444444444444444,0.8318318318318316
1853,Shane,Payne,shane.payne.1853@gslingacademy.com,male,False,1,False,22,Software Engineer,85,60,85.0,76,90,75,93,0.5791505791505793,0.05555555555555555,0.36971256971256977
1854,Kimberly,Haley,kimberly.haley.1854@gslingacademy.com,female,False,10,False,5,Business Owner,68,66,82.0,63,91,67,89,0.43243243243243246,0.12962962962962962,0.31131131131131135
1855,George,Duran,george.duran.1855@gslingacademy.com,male,False,1,False,11,Government Officer,86,82,60.0,65,83,69,78,0.4208494208494207,0.35185185185185186,0.3932503932503931
1856,Donald,Carney,donald.carney.1856@gslingacademy.com,male,False,1,False,12,Government Officer,83,87,87.0,80,81,79,98,0.698841698841699,0.5185185185185185,0.6267124267124268
1857,Michelle,Brown,michelle.brown.1857@gslingacademy.com,female,False,2,False,35,Unknown,92,92,99.0,87,100,88,97,0.9305019305019306,0.9814814814814814,0.9508937508937509
1858,Elizabeth,Hawkins,elizabeth.hawkins.1858@gslingacademy.com,female,False,0,False,6,Real Estate Developer,91,66,91.0,62,70,87,90,0.5521235521235521,0.962962962962963,0.7164593164593165
1859,Johnny,Gomez,johnny.gomez.1859@gslingacademy.com,male,False,9,True,0,Business Owner,53,95,87.0,60,68,74,68,0.3513513513513513,0.9259259259259258,0.5811811811811811
1860,Christopher,Mcconnell,christopher.mcconnell.1860@gslingacademy.com,male,False,2,True,26,Lawyer,73,85,80.0,64,69,95,64,0.44787644787644787,0.8148148148148148,0.5946517946517946
1861,Kyle,Rodriguez,kyle.rodriguez.1861@gslingacademy.com,male,False,0,False,19,Banker,97,95,91.0,97,96,90,67,0.8455598455598459,0.8333333333333333,0.8406692406692409
1862,Rhonda,Cook,rhonda.cook.1862@gslingacademy.com,female,False,0,False,3,Government Officer,91,97,72.0,62,86,78,72,0.5559845559845558,0.16666666666666666,0.4002574002574001
1863,Nathan,Fitzpatrick,nathan.fitzpatrick.1863@gslingacademy.com,male,False,1,False,14,Banker,91,65,75.0,60,93,79,82,0.5057915057915059,0.7777777777777778,0.6145860145860147
1864,John,Mitchell,john.mitchell.1864@gslingacademy.com,male,False,9,False,12,Writer,81,72,87.0,84,97,94,89,0.7335907335907339,0.6111111111111112,0.6845988845988848
1865,Billy,Compton,billy.compton.1865@gslingacademy.com,male,False,1,False,18,Software Engineer,92,99,100.0,64,100,65,99,0.7915057915057915,0.462962962962963,0.6600886600886601
1866,Richard,Chavez,richard.chavez.1866@gslingacademy.com,male,False,5,False,4,Business Owner,85,53,95.0,76,61,88,82,0.4864864864864864,0.7407407407407407,0.5881881881881881
1867,Victor,Andrade,victor.andrade.1867@gslingacademy.com,male,False,1,False,34,Construction Engineer,83,60,80.0,92,84,60,70,0.4440154440154438,0.8888888888888888,0.6219648219648218
1868,Gregory,Lee,gregory.lee.1868@gslingacademy.com,male,False,2,False,21,Unknown,92,85,78.0,87,64,79,74,0.5598455598455598,0.037037037037037035,0.35072215072215074
1869,Alexandra,Blackburn,alexandra.blackburn.1869@gslingacademy.com,female,False,3,True,5,Real Estate Developer,80,88,94.0,60,65,63,91,0.4903474903474905,0.09259259259259259,0.3312455312455313
1870,Kristopher,Murray,kristopher.murray.1870@gslingacademy.com,male,False,1,True,16,Accountant,87,81,69.0,82,70,62,66,0.3976833976833978,0.07407407407407407,0.26823966823966827
1871,Wanda,Pearson,wanda.pearson.1871@gslingacademy.com,female,False,0,False,31,Scientist,88,61,95.0,91,99,64,90,0.6718146718146718,0.07407407407407407,0.4327184327184327
1872,Denise,Rose,denise.rose.1872@gslingacademy.com,female,True,6,False,1,Business Owner,41,83,54.0,87,97,65,69,0.31660231660231664,0.9814814814814814,0.5825539825539826
1873,Andrew,Reed,andrew.reed.1873@gslingacademy.com,male,False,3,False,35,Banker,87,93,88.0,97,91,88,88,0.8416988416988418,0.8518518518518519,0.8457600457600458
1874,David,Castro,david.castro.1874@gslingacademy.com,male,False,1,True,41,Doctor,89,95,97.0,99,87,90,91,0.9034749034749034,0.40740740740740744,0.705047905047905
1875,Tim,Duncan,tim.duncan.1875@gslingacademy.com,male,True,5,True,1,Business Owner,89,53,77.0,96,76,63,90,0.5019305019305018,0.8888888888888888,0.6567138567138566
1876,Joshua,Walker,joshua.walker.1876@gslingacademy.com,male,False,2,False,6,Real Estate Developer,53,97,81.0,86,71,87,78,0.5366795366795367,0.14814814814814814,0.38126698126698133
1877,Julie,Rogers,julie.rogers.1877@gslingacademy.com,female,False,3,False,30,Scientist,92,88,99.0,92,89,66,76,0.7258687258687258,0.6296296296296297,0.6873730873730873
1878,Gina,Gilbert,gina.gilbert.1878@gslingacademy.com,female,False,3,False,32,Banker,85,84,66.0,66,78,98,69,0.5096525096525095,0.35185185185185186,0.44653224653224644
1879,Miguel,Nicholson,miguel.nicholson.1879@gslingacademy.com,male,False,2,False,18,Software Engineer,89,67,93.0,83,65,94,67,0.5559845559845558,0.8888888888888888,0.689146289146289
1880,Daniel,Murray,daniel.murray.1880@gslingacademy.com,male,False,1,False,2,Business Owner,98,92,82.0,56,71,79,89,0.5907335907335907,0.7592592592592593,0.6581438581438581
1881,Lauren,Ellis,lauren.ellis.1881@gslingacademy.com,female,False,5,False,5,Business Owner,66,52,71.0,76,67,72,60,0.1930501930501931,0.6296296296296297,0.36768196768196776
1882,Bridget,Martin,bridget.martin.1882@gslingacademy.com,female,False,2,False,32,Lawyer,90,96,95.0,80,93,95,67,0.7799227799227801,0.9074074074074074,0.830916630916631
1883,Maureen,Hart,maureen.hart.1883@gslingacademy.com,female,True,2,False,18,Teacher,84,93,74.0,76,95,90,64,0.6254826254826256,0.31481481481481477,0.5012155012155013
1884,Sabrina,Davis,sabrina.davis.1884@gslingacademy.com,female,False,7,False,27,Lawyer,88,81,73.0,70,60,95,68,0.46718146718146736,0.2962962962962963,0.3988273988273989
1885,Richard,Davis,richard.davis.1885@gslingacademy.com,male,False,3,False,9,Unknown,66,61,97.0,61,60,61,98,0.34749034749034746,0.42592592592592593,0.37886457886457886
1886,Angela,Koch,angela.koch.1886@gslingacademy.com,female,False,2,False,15,Teacher,86,63,82.0,61,96,98,83,0.5984555984555988,0.037037037037037035,0.37388817388817414
1887,William,Smith,william.smith.1887@gslingacademy.com,male,False,9,False,1,Business Owner,60,72,66.0,95,67,78,94,0.4555984555984556,0.5740740740740741,0.502988702988703
1888,Catherine,Coffey,catherine.coffey.1888@gslingacademy.com,female,False,10,False,2,Business Owner,41,59,69.0,70,100,65,72,0.23938223938223935,0.6296296296296297,0.3954811954811955
1889,Christopher,Pace,christopher.pace.1889@gslingacademy.com,male,False,2,False,31,Software Engineer,94,62,66.0,95,66,64,62,0.36679536679536673,0.6851851851851851,0.4941512941512941
1890,Rachel,Reeves,rachel.reeves.1890@gslingacademy.com,female,False,3,False,2,Artist,64,69,79.0,89,72,64,82,0.40540540540540526,0.22222222222222218,0.332132132132132
